,target,id,date,flag,user,text
208877,0,1973829954,Sat May 30 11:55:05 PDT 2009,NO_QUERY,jocy154,my face hurts me 
630870,0,2232136043,Thu Jun 18 19:30:04 PDT 2009,NO_QUERY,emkahn,last night in btownn  lets get rowdyyy
199775,0,1971517062,Sat May 30 07:17:29 PDT 2009,NO_QUERY,autumndandelion,@GatotWranger Security took a beach ball 
98588,0,1793348523,Thu May 14 02:20:45 PDT 2009,NO_QUERY,monstafaktory,"Morning twitter folks! I plan to get some sculpting/painting done myself this afternoon, been too long since I picked up my brushes "
699893,0,2254591457,Sat Jun 20 09:59:16 PDT 2009,NO_QUERY,HelenAnnette,@BeckyLou2 oh no 
742735,0,2266634637,Sun Jun 21 08:50:39 PDT 2009,NO_QUERY,TeamJonass,"Im sad ='[ why did parents have to be so difficult  , GOSH i hate life, why couldnt i be american? I have the eurge to DANCE (:"
328709,0,2010827253,Tue Jun 02 18:02:03 PDT 2009,NO_QUERY,brightestbrown,thunderstorms = no fun  .....unless you have someone to watch them with baha
52188,0,1679340663,Sat May 02 09:07:11 PDT 2009,NO_QUERY,dmaul53854,@xosandy Stupid pigs... 
689637,0,2251808804,Sat Jun 20 04:38:41 PDT 2009,NO_QUERY,pabloneal,Sum 1 please help I'm a twitter novice an dnt know wot I'm doing   http://twitpic.com/7w5m9
631124,0,2232222796,Thu Jun 18 19:37:11 PDT 2009,NO_QUERY,StaceyECFU,"You know you can't give me what I need. And even though you mean so much to me, I can't wait thru everything. Is this really happening? "
450902,0,2069616761,Sun Jun 07 16:12:21 PDT 2009,NO_QUERY,sellytapgirl,My stupid computer isn't fast enough for me to watch the pre-telecast tonys 
212786,0,1974827583,Sat May 30 13:54:54 PDT 2009,NO_QUERY,LaurasWorld,"wait, now i feel kinda bad for her. "
734223,0,2264502526,Sun Jun 21 04:04:32 PDT 2009,NO_QUERY,mr_billiam,"@vipvirtualsols it was on tinychat rather than ustream, and so far as I know it doesn't save the video "
785651,0,2324479540,Thu Jun 25 03:15:32 PDT 2009,NO_QUERY,JShav,@mrrehwaldt I'm really sorry to hear that. 
408072,0,2059323675,Sat Jun 06 16:42:05 PDT 2009,NO_QUERY,Hope_Isabel,at the house wit keya... good day.. miss my boo  see u l8r
501233,0,2187131764,Mon Jun 15 19:50:09 PDT 2009,NO_QUERY,paintpops,@midohyo T_T soompi it? aww...but we talked it down to such a low price and the lady got pissed off too 
318114,0,2002752619,Tue Jun 02 05:04:20 PDT 2009,NO_QUERY,ItsToni,"@HomeBizLiz  just FYI, I changed my twitter button because it STILL wasn't working. I liked my old one better "
221195,0,1976781502,Sat May 30 19:03:11 PDT 2009,NO_QUERY,aisy,"&quot;I don't ever want to 'not' talk to you, if that makes sense?&quot; ... what a difference a year makes. "
531065,0,2196155252,Tue Jun 16 12:05:53 PDT 2009,NO_QUERY,BlackJackBaby,"is fed up to the back teeth of back-peddlers, blame-shifters and back-stabbers. "
122798,0,1833783356,Mon May 18 00:26:44 PDT 2009,NO_QUERY,nashvillenights,wish_artists_could_ProPerLY_id__their-tracks_BEfore_rushing _them__out (150bpm) 
470676,0,2176468589,Mon Jun 15 03:57:38 PDT 2009,NO_QUERY,Clippy,@swellvintage i'm freezing too 
729199,0,2263251867,Sun Jun 21 00:19:43 PDT 2009,NO_QUERY,janine_j9,And they also have pursuit of happyness on tv  that movie makes me cry an to think it was based on a true story 
305495,0,2000012914,Mon Jun 01 21:14:26 PDT 2009,NO_QUERY,eysies,"@xonancy and the more recent set pics of HP showed emma and her bf  lol but then again, anything's possible! haha look at Robsten ;)"
344970,0,2015795771,Wed Jun 03 05:31:59 PDT 2009,NO_QUERY,linseylooxx,Thinkin about my nap that i cant take for 5 hours 
506559,0,2188678668,Mon Jun 15 22:20:51 PDT 2009,NO_QUERY,jaredsuggs,Going to the doctor tomorrow. Think there may be something wrong with my gall bladder or I may have an ulcer. Idkk we'll see tomorrow. 
334459,0,2013577337,Tue Jun 02 23:01:19 PDT 2009,NO_QUERY,LimeGrnFrk,I'm so ready to go to Michigan and see my parents and friends.  Not looking forward to getting my wisdom teeth pulled on Thurday though. 
461432,0,2174449540,Sun Jun 14 22:34:36 PDT 2009,NO_QUERY,bibi1406,@littleangel6147 Hey Stacey! I´m fine! B-day is over  But tomorrow is my fathers b-day and in a week my mum´s ;o)
570992,0,2208616753,Wed Jun 17 09:25:11 PDT 2009,NO_QUERY,MaddieFoo,@kyoisorange She's doing wembley 23rd of november. i wants to go so bad 
373284,0,2050970965,Fri Jun 05 19:37:33 PDT 2009,NO_QUERY,lizz_xx,@christiemaine i did actually get off the computer haha.. the antiobiotics i have are massive too 
269071,0,1989539372,Mon Jun 01 01:55:17 PDT 2009,NO_QUERY,Danishbrunette,have a feeling about me failing tomorrow  happy about it not being an exam
123812,0,1833982836,Mon May 18 01:10:45 PDT 2009,NO_QUERY,lizTWTS3,Big ol bed to myself! Just me &amp; this turtle! I misssss daddy!  gn tweets! Xoxo -liz&amp;&amp;tahj
375418,0,2051452924,Fri Jun 05 22:03:36 PDT 2009,NO_QUERY,jude71,says Just ate Ulam Burger at 8oz. lang pinakain sakin  (annoyed)....cause? Above normal Uric Acid ko.  http://plurk.com/p/yrzxl
523890,0,2193292109,Tue Jun 16 08:15:31 PDT 2009,NO_QUERY,rivensky,damn. I should have gotten a TomTom. You can get a Homer Simpson voice skin now. 
388415,0,2054227384,Sat Jun 06 06:52:30 PDT 2009,NO_QUERY,dansardinas,rented Valkaryie on DVD last night.....very good!   Now i need to cut my grass. 
140558,0,1881062922,Fri May 22 03:28:28 PDT 2009,NO_QUERY,Tyronefowles,i am getting ready for a whole lot of work today at college 
128426,0,1834908651,Mon May 18 04:34:58 PDT 2009,NO_QUERY,ShandiaM,awake already..... 
308563,0,2000709284,Mon Jun 01 22:45:38 PDT 2009,NO_QUERY,raeraeverret,We just got in from our midnight dig walk. So nice. It's scary to know that rapes have been taking place so close to here 
202719,0,1972191397,Sat May 30 08:44:53 PDT 2009,NO_QUERY,PyrettaFae,is feeling sooooo sick  can't sleep.. kinda nauseous.. crampy 
543188,0,2200686278,Tue Jun 16 19:14:05 PDT 2009,NO_QUERY,ccal4321MD,There is always 2 sides to the story too bad people are not willing to listen like sheeps they follow whatever the one other side says!!  
149859,0,1883558618,Fri May 22 08:44:37 PDT 2009,NO_QUERY,ViralNinja,"@nadiaparry I liked Ben  I wanted a Ben Debra final, but I am reliably informed I am the only one who wanted that."
658857,0,2241754117,Fri Jun 19 11:20:15 PDT 2009,NO_QUERY,mattfromlincs,Has finished series 5 of #thewire. Feel as tho am in mourning at the prospect of no more 
63976,0,1687861148,Sun May 03 09:46:13 PDT 2009,NO_QUERY,msblasianp,@plphotography last night was busy after tha fight. I didn't even get a chance to look into the crowd and report 
585558,0,2215668445,Wed Jun 17 18:27:06 PDT 2009,NO_QUERY,geekishpirate,"@Bren_311 futurama episode jurassic bark. i've cried every time i watched it, so the layout will probably be very sad. "
119608,0,1828071795,Sun May 17 12:01:51 PDT 2009,NO_QUERY,Ceilia_Aleen,Had a bad nite &amp; woke up with a headache AND a tooth ache  have a feeln its gonna be a bad day  _XOXO! 
579324,0,2213434958,Wed Jun 17 15:22:10 PDT 2009,NO_QUERY,bitblonde,mmm no... big brother wasn't legendary 
733757,0,2264389914,Sun Jun 21 03:43:09 PDT 2009,NO_QUERY,Bridejed,@markh110 I'm sorry i disappointed you Mark Harris 
315867,0,2002287556,Tue Jun 02 03:45:47 PDT 2009,NO_QUERY,Stu_the_great,@sporkhead Aargh! Those pics won't display on my iPhone. 
19746,0,1556924047,Sun Apr 19 01:02:18 PDT 2009,NO_QUERY,Kari2love,i need more time for my tests!!!!!! (poor maddy  all the paparazzis must be ashamed!!!)
288521,0,1994630354,Mon Jun 01 12:13:07 PDT 2009,NO_QUERY,Ryuuzaki_Bjorn,Peter Pete Pete of Lionhead is on (: Let's get ready to get promised something he won't deliver  #XboxE3
380743,0,2052631595,Sat Jun 06 01:25:17 PDT 2009,NO_QUERY,databasejase,Seems the good weather has gone away for a bit. Raining here. 
248739,0,1982786894,Sun May 31 11:54:07 PDT 2009,NO_QUERY,AmyMR,"Waiting for train to depart, suddenly feeling melancholy. I tend to do most things alone. "
444011,0,2067716535,Sun Jun 07 12:50:06 PDT 2009,NO_QUERY,dancer4lifex,*twisted.. gahh studying is making screw up my commercial 
129829,0,1835181764,Mon May 18 05:21:32 PDT 2009,NO_QUERY,zoeydawson,@kisshippie13 It's where my heart beats irregularly so sometimes I have to wear a heart monitor. It sucks 
411682,0,2060173319,Sat Jun 06 18:24:03 PDT 2009,NO_QUERY,IvyLaArtista,@AIversonBabe  I saw that on FB!  I want my kiiiiiit!  I want an airbrush kit sooooo bad! Saving up for it 
638078,0,2234354904,Thu Jun 18 22:54:02 PDT 2009,NO_QUERY,pardonmyzinger,@wattle_neurotic  I'm bored too 
664963,0,2244700500,Fri Jun 19 15:05:50 PDT 2009,NO_QUERY,TRIPL3KOMO,@SweetSin2Men Girl sittin here watchin &quot;EXTRA&quot; lol bored and alone lol 
254715,0,1984319354,Sun May 31 14:52:29 PDT 2009,NO_QUERY,ThatGiantGirl,gah! old people parties are lame! i hate constant fake smiling 
135887,0,1879985276,Thu May 21 23:44:26 PDT 2009,NO_QUERY,PatRobredo,Okaaay. Now I'm on my way to the movies. I'm so tired. My stomach is empty 
47700,0,1677695175,Sat May 02 03:29:04 PDT 2009,NO_QUERY,Misssarahnoir,@marcflores no  how are you? Recovered from your jet setting?
773769,0,2306030294,Tue Jun 23 21:40:43 PDT 2009,NO_QUERY,trandreww,@joeydarwish The thread is kind of boring now since your 2nd warning.  I'm not entertained anymore... though very less agitated!
632412,0,2232665276,Thu Jun 18 20:13:20 PDT 2009,NO_QUERY,WTCAshley,@eliseATL i dont pass a wendys though. 
126301,0,1834489159,Mon May 18 03:07:50 PDT 2009,NO_QUERY,Grimninja1604,@kirilouise  so mean to me sigh.
725911,0,2262443039,Sat Jun 20 22:31:17 PDT 2009,NO_QUERY,SHANayeee,wants to dyeeeeeeeeeeeee hair! 
510728,0,2189725681,Tue Jun 16 00:44:57 PDT 2009,NO_QUERY,JohnK2010,- out for a late night cigarette. Can't sleep. 
675145,0,2248006989,Fri Jun 19 19:57:38 PDT 2009,NO_QUERY,sumir29,"Never heeded to DD's...But now?? a lesson well learnt, albeit an expensive one,very expensive indeed "
712769,0,2258634111,Sat Jun 20 16:14:43 PDT 2009,NO_QUERY,meroxs86,Almost had a run in with a frienemy.. My ex bff. 
556782,0,2204364396,Wed Jun 17 02:01:22 PDT 2009,NO_QUERY,genxpisces,"@cheergod2002 unfortunately not yet, we have to wait till &quot;the end of the summer&quot; according to att  "
496470,0,2185579944,Mon Jun 15 17:35:40 PDT 2009,NO_QUERY,cyndixoxo,One hour downtime tomorrow! What am I suppose to do without twitter for AN HOUR!? 
49910,0,1678310539,Sat May 02 06:17:00 PDT 2009,NO_QUERY,Birdgette,FREE COMIC BOOK DAY... - Enjoy it for me while I am working  http://tumblr.com/xf81p38ep
675978,0,2248258146,Fri Jun 19 20:20:35 PDT 2009,NO_QUERY,TereSstrong,Thinking what to do tonight cuz tomorrow..I'll be stuck at work till 11 
547237,0,2202019670,Tue Jun 16 21:07:04 PDT 2009,NO_QUERY,Brilynnat, bryan wants on right now. if i can get on when hes done i will. TXT MEEEEEE!
563468,0,2205927039,Wed Jun 17 05:42:14 PDT 2009,NO_QUERY,gemyd,"Just looked around a uni. Wow way too many subjects to choose from, I duno what to do "
3872,0,1468693443,Tue Apr 07 03:12:17 PDT 2009,NO_QUERY,masudiiuc,"ufffffffffffffffff, ke gorom!!!! need to a pond to swim "
205360,0,1972855537,Sat May 30 10:00:54 PDT 2009,NO_QUERY,brajana,Too slow this time... 12000th position 
483774,0,2180519676,Mon Jun 15 10:34:53 PDT 2009,NO_QUERY,LiliMayBaby,We tried to trace them to let them know but we don't have contact for them so some poor woman is losing all her money right now 
770245,0,2301930468,Tue Jun 23 16:06:17 PDT 2009,NO_QUERY,johana_bsb,@backstreetboys boys are you going to come back to argentina??? please tell me.i still don't see a tour date in south america 
398672,0,2056951975,Sat Jun 06 12:05:50 PDT 2009,NO_QUERY,BeantownCutie,@concep WTF and u didn't invite us 
354764,0,2039816835,Thu Jun 04 22:52:57 PDT 2009,NO_QUERY,jessixcouture,Damnit i hate when they show in the next commercial who won the duel that i haven't seen! Aaaahh boo 
166474,0,1961269902,Fri May 29 09:14:33 PDT 2009,NO_QUERY,gacktxrawr,bad hair day 
422104,0,2062570671,Sat Jun 06 23:37:23 PDT 2009,NO_QUERY,alexabrya,Is feeling sick all thanks so lack of sleep and didnt even get to see jake  darn.
739104,0,2265644623,Sun Jun 21 07:01:26 PDT 2009,NO_QUERY,jasonpatrick15,I hate when i give hugss to people that dont even try to hug me back. Its a waste of a good hug 
504935,0,2188261845,Mon Jun 15 21:34:45 PDT 2009,NO_QUERY,WHITONA,@shiningCHER yup back @ it 2morrow....next day off-Saturday.... 
153458,0,1932959251,Tue May 26 22:38:06 PDT 2009,NO_QUERY,abuhacoff,"Sad that my parents have left to go home...I'm in Sacramento, CA and they are in Florida... "
276550,0,1991060750,Mon Jun 01 06:19:28 PDT 2009,NO_QUERY,bengii_gal,doin ma coursewrk  which is givin me a headache 
397219,0,2056572585,Sat Jun 06 11:23:31 PDT 2009,NO_QUERY,jeremyshapiro,"Cutco, your knives are so nice and sharp! Great in the kitchen. Not great in my thumb. "
543497,0,2200791397,Tue Jun 16 19:22:43 PDT 2009,NO_QUERY,jooeyjunior,shd i swim.... it's cloudy 
334637,0,2013620258,Tue Jun 02 23:07:48 PDT 2009,NO_QUERY,alannahwastell,cant go to dancing 
422476,0,2062654311,Sat Jun 06 23:52:55 PDT 2009,NO_QUERY,enamoredsoul,"@Djalfy haha, u know it!!! i'm sorry i had to run from the show,i had errands to run! "
435964,0,2065552966,Sun Jun 07 08:49:53 PDT 2009,NO_QUERY,LiannaKnight,Is scratching the pool idea...it's raining AGAIN 
235361,0,1979768769,Sun May 31 04:25:47 PDT 2009,NO_QUERY,khaiyong,Misunderstood 
544152,0,2201008960,Tue Jun 16 19:40:43 PDT 2009,NO_QUERY,GodFirst08,"@ChuckNerd well, if I don't have to buy anything and can make something with what we have, then I do! But I have cooked in a few days. "
379028,0,2052245373,Sat Jun 06 00:06:05 PDT 2009,NO_QUERY,torilovesbradie,@jess_0000 being stood up is the worst thing in the world 
535485,0,2198003877,Tue Jun 16 15:28:56 PDT 2009,NO_QUERY,sheenazadeh,Just received tragic news 
238367,0,1980398456,Sun May 31 06:37:37 PDT 2009,NO_QUERY,ralphsaunders,Pulled an all nighter. Ugh... sooooo tired 
268649,0,1989447845,Mon Jun 01 01:34:41 PDT 2009,NO_QUERY,xberrychan,I'm still shocked about what happened yesterday but I am looking forward for going to cinema with Marina &lt;3 hope it destracts me a bit  &lt;3
693781,0,2252821324,Sat Jun 20 07:03:44 PDT 2009,NO_QUERY,koeur,when is this going to get easier?  and why the hell am I so sad about it?
274162,0,1990549837,Mon Jun 01 05:09:40 PDT 2009,NO_QUERY,DivaIsha,can't sleep missin my husband alreay 
314897,0,2002079226,Tue Jun 02 03:04:22 PDT 2009,NO_QUERY,shmujacobs,I keep trying to change my pic won't work 
348561,0,2016797752,Wed Jun 03 07:22:37 PDT 2009,NO_QUERY,nihik,is so worried... swine flu is continuously invading the philippines!  hope they could invent vaccines ASAP! ... http://plurk.com/p/y5tgz
353360,0,2032438213,Thu Jun 04 11:15:27 PDT 2009,NO_QUERY,sindorei,I don't even get a full 30 min break today 
101950,0,1794703008,Thu May 14 06:23:15 PDT 2009,NO_QUERY,ladyafan,Might have to go back to the doctors. My leg that has SOMETHING wrong with it is killing me. AHHH 
23225,0,1557673543,Sun Apr 19 05:26:47 PDT 2009,NO_QUERY,stefanalexandru,uuu twitter de pe blackberry. foarte misto dar nu e stilizat 
453373,0,2070290197,Sun Jun 07 17:26:00 PDT 2009,NO_QUERY,krisshuntx3,@christina_savs and then we're no one  boo that stinks hahah but yes! the three forms of miley!
287099,0,1994097300,Mon Jun 01 11:24:34 PDT 2009,NO_QUERY,SwoonForMe,@rachyyface damn my parents would never let me get that shit 
303413,0,1999454375,Mon Jun 01 20:14:49 PDT 2009,NO_QUERY,winechic,"@vrtsflipflop unfortunately, her bf's name is Jon.. and in the heat of the argument I may have wished him to wrap his truck around a tree "
203452,0,1972368041,Sat May 30 09:05:35 PDT 2009,NO_QUERY,SwellFi,Love fun in the sun.  But dont want to work! 
797383,0,2328138649,Thu Jun 25 09:12:56 PDT 2009,NO_QUERY,dlotter,Put &quot;invisible shield&quot; on new iphone. Involved misting shield with water. Now can't use my new phone for &quot;12-24 hours&quot;. Hmmmmm  
